storm_id,storm_name,date,time,record_identifier,storm_type,latitude,longitude,max_sustained_wind_knots,min_central_pressure_mb,latitude_float,longitude_float
AL082022,GASTON,20220921,1800,,TS,38.6N,40.7W,55,998,38.6,-40.7
AL082022,GASTON,20220922,0000,,TS,39.4N,38.6W,55,998,39.4,-38.6
AL082022,GASTON,20220922,0600,,TS,40.1N,36.5W,55,998,40.1,-36.5
AL082022,GASTON,20220922,1200,,TS,40.7N,34.8W,55,996,40.7,-34.8
AL082022,GASTON,20220922,1800,,TS,41.0N,33.1W,55,994,41.0,-33.1
AL082022,GASTON,20220923,0000,,TS,41.1N,31.5W,55,995,41.1,-31.5
AL082022,GASTON,20220923,0600,,TS,40.9N,30.1W,55,995,40.9,-30.1
AL082022,GASTON,20220923,1200,,TS,40.5N,29.2W,55,995,40.5,-29.2
AL082022,GASTON,20220923,1800,,TS,39.8N,28.8W,50,997,39.8,-28.8
AL082022,GASTON,20220924,0000,,TS,39.1N,29.2W,45,999,39.1,-29.2
AL082022,GASTON,20220924,0600,,TS,38.7N,29.7W,45,1000,38.7,-29.7
AL082022,GASTON,20220924,1200,,TS,38.2N,30.4W,40,1001,38.2,-30.4
AL082022,GASTON,20220924,1800,,TS,38.0N,31.4W,45,998,38.0,-31.4
AL082022,GASTON,20220925,0000,,TS,38.4N,32.7W,45,998,38.4,-32.7
AL082022,GASTON,20220925,0600,,TS,38.9N,34.1W,45,999,38.9,-34.1
AL082022,GASTON,20220925,1200,,TS,39.4N,35.7W,45,999,39.4,-35.7
AL082022,GASTON,20220925,1800,,TS,39.2N,37.0W,40,1000,39.2,-37.0
AL082022,GASTON,20220926,0000,,LO,38.8N,37.7W,35,1007,38.8,-37.7
AL082022,GASTON,20220926,0600,,LO,38.5N,38.5W,35,1010,38.5,-38.5
AL082022,GASTON,20220926,1200,,LO,38.4N,39.4W,30,1011,38.4,-39.4
AL082022,GASTON,20220926,1800,,LO,38.2N,40.4W,30,1012,38.2,-40.4
AL082022,GASTON,20220927,0000,,LO,38.0N,41.5W,30,1012,38.0,-41.5
AL082022,GASTON,20220927,0600,,LO,37.6N,42.8W,30,1013,37.6,-42.8
AL082022,GASTON,20220927,1200,,LO,37.2N,44.2W,25,1014,37.2,-44.2
AL082022,GASTON,20220927,1800,,LO,37.0N,45.9W,25,1015,37.0,-45.9
AL092022,IAN,20220922,1800,,LO,12.3N,66.3W,30,1006,12.3,-66.3
AL092022,IAN,20220923,0000,,LO,12.9N,67.2W,30,1006,12.9,-67.2
AL092022,IAN,20220923,0600,,TD,13.7N,68.1W,30,1006,13.7,-68.1
AL092022,IAN,20220923,1200,,TD,14.2N,69.3W,30,1006,14.2,-69.3
AL092022,IAN,20220923,1800,,TD,14.6N,70.6W,30,1006,14.6,-70.6
AL092022,IAN,20220924,0000,,TS,14.7N,71.7W,35,1005,14.7,-71.7
AL092022,IAN,20220924,0600,,TS,14.7N,72.9W,35,1005,14.7,-72.9
AL092022,IAN,20220924,1200,,TS,14.5N,74.4W,40,1003,14.5,-74.4
AL092022,IAN,20220924,1800,,TS,14.4N,75.8W,40,1003,14.4,-75.8
AL092022,IAN,20220925,0000,,TS,14.6N,77.2W,40,1003,14.6,-77.2
AL092022,IAN,20220925,0600,,TS,14.6N,78.3W,40,1003,14.6,-78.3
AL092022,IAN,20220925,1200,,TS,15.0N,79.4W,40,1003,15.0,-79.4
AL092022,IAN,20220925,1800,,TS,15.8N,80.1W,40,1003,15.8,-80.1
AL092022,IAN,20220926,0000,,TS,16.8N,80.9W,50,991,16.8,-80.9
AL092022,IAN,20220926,0600,,HU,17.7N,81.7W,65,985,17.7,-81.7
AL092022,IAN,20220926,1200,,HU,18.7N,82.4W,70,981,18.7,-82.4
AL092022,IAN,20220926,1800,,HU,19.7N,83.0W,80,976,19.7,-83.0
AL092022,IAN,20220927,0000,,HU,20.8N,83.3W,85,965,20.8,-83.3
AL092022,IAN,20220927,0600,,HU,21.8N,83.6W,100,956,21.8,-83.6
AL092022,IAN,20220927,0830,L,HU,22.2N,83.7W,110,947,22.2,-83.7
AL092022,IAN,20220927,1200,,HU,22.6N,83.6W,100,963,22.6,-83.6
AL092022,IAN,20220927,1800,,HU,23.5N,83.3W,105,951,23.5,-83.3
AL092022,IAN,20220928,0000,,HU,24.4N,83.0W,105,947,24.4,-83.0
AL092022,IAN,20220928,0200,L,HU,24.6N,82.9W,110,952,24.6,-82.9
AL092022,IAN,20220928,0600,,HU,25.2N,82.9W,120,945,25.2,-82.9
AL092022,IAN,20220928,1200,,HU,26.0N,82.7W,140,937,26.0,-82.7
AL092022,IAN,20220928,1800,,HU,26.6N,82.4W,135,938,26.6,-82.4
AL092022,IAN,20220928,1905,L,HU,26.7N,82.2W,130,941,26.7,-82.2
AL092022,IAN,20220928,2035,L,HU,26.8N,82.0W,125,945,26.8,-82.0
AL092022,IAN,20220929,0000,,HU,27.2N,81.7W,100,960,27.2,-81.7
AL092022,IAN,20220929,0600,,HU,27.7N,81.1W,65,985,27.7,-81.1
AL092022,IAN,20220929,1200,,TS,28.4N,80.6W,60,987,28.4,-80.6
AL092022,IAN,20220929,1800,,HU,28.9N,80.1W,65,986,28.9,-80.1
AL092022,IAN,20220930,0000,,HU,29.6N,79.4W,70,986,29.6,-79.4
AL092022,IAN,20220930,0600,,HU,30.3N,79.1W,75,984,30.3,-79.1
AL092022,IAN,20220930,1200,,HU,31.5N,79.0W,75,980,31.5,-79.0
AL092022,IAN,20220930,1800,,HU,33.3N,79.2W,70,978,33.3,-79.2
AL092022,IAN,20220930,1805,L,HU,33.3N,79.2W,70,978,33.3,-79.2
AL092022,IAN,20221001,0000,,EX,34.4N,79.3W,50,990,34.4,-79.3
AL092022,IAN,20221001,0600,,EX,35.3N,79.7W,30,999,35.3,-79.7
AL102022,HERMINE,20220923,0600,,LO,16.6N,19.4W,30,1005,16.6,-19.4
AL102022,HERMINE,20220923,1200,,TD,17.4N,19.9W,30,1004,17.4,-19.9
AL102022,HERMINE,20220923,1800,,TS,18.1N,20.3W,35,1003,18.1,-20.3
AL102022,HERMINE,20220924,0000,,TS,18.7N,20.7W,35,1003,18.7,-20.7
AL102022,HERMINE,20220924,0600,,TS,19.4N,20.9W,35,1004,19.4,-20.9
AL102022,HERMINE,20220924,1200,,TD,20.3N,20.9W,30,1005,20.3,-20.9
AL102022,HERMINE,20220924,1800,,TD,21.4N,20.7W,30,1006,21.4,-20.7
AL102022,HERMINE,20220925,0000,,LO,22.4N,20.5W,30,1006,22.4,-20.5
AL102022,HERMINE,20220925,0600,,LO,23.1N,20.3W,25,1007,23.1,-20.3
AL102022,HERMINE,20220925,1200,,LO,23.7N,20.1W,25,1007,23.7,-20.1
AL102022,HERMINE,20220925,1800,,LO,24.1N,19.8W,25,1008,24.1,-19.8
AL102022,HERMINE,20220926,0000,,LO,24.6N,19.4W,25,1008,24.6,-19.4
AL112022,ELEVEN,20220926,1800,,LO,13.8N,35.8W,25,1009,13.8,-35.8
AL112022,ELEVEN,20220927,0000,,LO,13.6N,35.4W,25,1009,13.6,-35.4
AL112022,ELEVEN,20220927,0600,,LO,13.6N,35.0W,25,1009,13.6,-35.0
AL112022,ELEVEN,20220927,1200,,LO,13.8N,34.7W,25,1009,13.8,-34.7
AL112022,ELEVEN,20220927,1800,,LO,14.1N,34.5W,25,1009,14.1,-34.5
AL112022,ELEVEN,20220928,0000,,TD,14.5N,34.3W,30,1008,14.5,-34.3
AL112022,ELEVEN,20220928,0600,,TD,15.1N,34.2W,30,1008,15.1,-34.2
AL112022,ELEVEN,20220928,1200,,TD,15.7N,34.3W,25,1009,15.7,-34.3
AL112022,ELEVEN,20220928,1800,,TD,16.2N,34.7W,25,1009,16.2,-34.7
AL112022,ELEVEN,20220929,0000,,TD,16.7N,35.2W,25,1009,16.7,-35.2
AL112022,ELEVEN,20220929,0600,,TD,17.5N,36.0W,25,1009,17.5,-36.0
AL112022,ELEVEN,20220929,1200,,LO,18.3N,36.9W,25,1009,18.3,-36.9
AL122022,TWELVE,20221004,1200,,TD,13.6N,29.5W,30,1007,13.6,-29.5
AL122022,TWELVE,20221004,1800,,TD,14.2N,30.2W,30,1007,14.2,-30.2
AL122022,TWELVE,20221005,0000,,TD,14.6N,30.5W,30,1007,14.6,-30.5
AL122022,TWELVE,20221005,0600,,TD,15.0N,30.9W,30,1007,15.0,-30.9
AL122022,TWELVE,20221005,1200,,TD,15.3N,31.5W,30,1007,15.3,-31.5
AL122022,TWELVE,20221005,1800,,TD,16.0N,31.9W,30,1007,16.0,-31.9
AL122022,TWELVE,20221006,0000,,TD,17.0N,32.1W,30,1007,17.0,-32.1
AL122022,TWELVE,20221006,0600,,TD,17.7N,32.8W,30,1007,17.7,-32.8
AL122022,TWELVE,20221006,1200,,TD,18.1N,33.9W,30,1008,18.1,-33.9
AL122022,TWELVE,20221006,1800,,TD,18.7N,35.0W,30,1009,18.7,-35.0
AL132022,JULIA,20221006,1200,,DB,11.4N,66.5W,30,1006,11.4,-66.5
AL132022,JULIA,20221006,1800,,DB,11.6N,67.8W,30,1005,11.6,-67.8
AL132022,JULIA,20221007,0000,,TD,11.9N,69.2W,30,1004,11.9,-69.2
AL132022,JULIA,20221007,0300,L,TD,12.0N,69.8W,30,1004,12.0,-69.8
AL132022,JULIA,20221007,0600,,TD,12.1N,70.6W,30,1004,12.1,-70.6
AL132022,JULIA,20221007,0830,L,TD,12.2N,71.2W,30,1004,12.2,-71.2
AL132022,JULIA,20221007,1200,,TS,12.5N,72.1W,35,1002,12.5,-72.1
AL132022,JULIA,20221007,1800,,TS,12.8N,73.8W,40,1002,12.8,-73.8
AL132022,JULIA,20221008,0000,,TS,12.8N,75.5W,45,999,12.8,-75.5
AL132022,JULIA,20221008,0600,,TS,12.7N,77.2W,50,999,12.7,-77.2
AL132022,JULIA,20221008,1200,,TS,12.7N,78.9W,55,994,12.7,-78.9
AL132022,JULIA,20221008,1800,,TS,12.6N,80.5W,60,993,12.6,-80.5
AL132022,JULIA,20221009,0000,,HU,12.5N,82.0W,65,989,12.5,-82.0
AL132022,JULIA,20221009,0600,,HU,12.4N,83.3W,75,982,12.4,-83.3
AL132022,JULIA,20221009,0715,L,HU,12.4N,83.6W,75,982,12.4,-83.6
AL132022,JULIA,20221009,1200,,HU,12.3N,84.7W,65,985,12.3,-84.7
AL132022,JULIA,20221009,1800,,TS,12.3N,86.2W,45,988,12.3,-86.2
AL132022,JULIA,20221010,0000,,TS,12.6N,87.6W,40,993,12.6,-87.6
AL132022,JULIA,20221010,0600,,TS,13.1N,88.8W,35,998,13.1,-88.8
AL132022,JULIA,20221010,1100,L,TS,13.6N,89.7W,35,1001,13.6,-89.7
AL132022,JULIA,20221010,1200,,TD,13.7N,89.9W,30,1002,13.7,-89.9
AL142022,KARL,20221011,1200,,TD,19.0N,94.1W,30,1007,19.0,-94.1
AL142022,KARL,20221011,1800,,TS,19.6N,94.5W,35,1006,19.6,-94.5
AL142022,KARL,20221012,0000,,TS,20.2N,94.8W,35,1005,20.2,-94.8
AL142022,KARL,20221012,0600,,TS,20.9N,94.9W,35,1004,20.9,-94.9
AL142022,KARL,20221012,1200,,TS,21.5N,94.8W,40,1002,21.5,-94.8
AL142022,KARL,20221012,1800,,TS,22.0N,94.6W,50,1000,22.0,-94.6
AL142022,KARL,20221013,0000,,TS,22.4N,94.3W,50,1000,22.4,-94.3
AL142022,KARL,20221013,0600,,TS,22.4N,94.3W,45,1000,22.4,-94.3
AL142022,KARL,20221013,1200,,TS,21.9N,94.0W,45,1000,21.9,-94.0
AL142022,KARL,20221013,1800,,TS,21.3N,93.6W,40,999,21.3,-93.6
AL142022,KARL,20221014,0000,,TS,20.9N,93.0W,40,998,20.9,-93.0
AL142022,KARL,20221014,0600,,TS,20.3N,92.6W,35,997,20.3,-92.6
AL142022,KARL,20221014,1200,,TS,19.8N,92.6W,35,997,19.8,-92.6
AL142022,KARL,20221014,1800,,TS,19.4N,92.6W,35,999,19.4,-92.6
AL142022,KARL,20221015,0000,,LO,19.0N,92.7W,30,1004,19.0,-92.7
AL142022,KARL,20221015,0600,,LO,18.7N,92.9W,25,1007,18.7,-92.9
AL142022,KARL,20221015,1200,,LO,18.5N,93.3W,20,1009,18.5,-93.3
AL142022,KARL,20221015,1800,,LO,18.4N,94.0W,20,1010,18.4,-94.0
AL152022,LISA,20221030,1800,,LO,15.7N,73.3W,35,1005,15.7,-73.3
AL152022,LISA,20221031,0000,,LO,15.7N,74.4W,35,1005,15.7,-74.4
AL152022,LISA,20221031,0600,,LO,15.6N,75.5W,35,1005,15.6,-75.5
AL152022,LISA,20221031,1200,,TS,15.5N,76.7W,35,1003,15.5,-76.7
AL152022,LISA,20221031,1800,,TS,15.5N,77.8W,40,1002,15.5,-77.8
AL152022,LISA,20221101,0000,,TS,15.6N,78.8W,40,1002,15.6,-78.8
AL152022,LISA,20221101,0600,,TS,15.9N,79.9W,40,1003,15.9,-79.9
AL152022,LISA,20221101,1200,,TS,16.2N,81.2W,45,1002,16.2,-81.2
AL152022,LISA,20221101,1800,,TS,16.5N,82.5W,50,1001,16.5,-82.5
AL152022,LISA,20221102,0000,,TS,16.7N,84.1W,55,993,16.7,-84.1
AL152022,LISA,20221102,0600,,TS,17.0N,85.5W,60,992,17.0,-85.5
AL152022,LISA,20221102,1200,,HU,17.1N,86.7W,70,990,17.1,-86.7
AL152022,LISA,20221102,1800,,HU,17.3N,87.7W,75,988,17.3,-87.7
AL152022,LISA,20221102,2130,L,HU,17.4N,88.3W,80,985,17.4,-88.3
AL152022,LISA,20221103,0000,,HU,17.5N,88.6W,65,990,17.5,-88.6
AL152022,LISA,20221103,0600,,TS,17.7N,89.6W,45,998,17.7,-89.6
AL152022,LISA,20221103,1200,,TD,17.9N,90.6W,30,1008,17.9,-90.6
AL152022,LISA,20221103,1800,,TD,18.0N,91.7W,30,1008,18.0,-91.7
AL152022,LISA,20221104,0000,,TD,18.1N,92.7W,30,1008,18.1,-92.7
AL152022,LISA,20221104,0600,,TD,18.3N,93.6W,30,1008,18.3,-93.6
AL152022,LISA,20221104,1200,,TD,18.7N,94.5W,25,1008,18.7,-94.5
AL152022,LISA,20221104,1800,,TD,19.2N,95.2W,25,1008,19.2,-95.2
AL152022,LISA,20221105,0000,,TD,19.4N,95.4W,25,1008,19.4,-95.4
AL152022,LISA,20221105,0600,,TD,19.7N,95.4W,25,1008,19.7,-95.4
AL162022,MARTIN,20221030,1800,,EX,34.2N,64.0W,40,1006,34.2,-64.0
AL162022,MARTIN,20221031,0000,,EX,34.6N,63.1W,45,1004,34.6,-63.1
AL162022,MARTIN,20221031,0600,,EX,34.9N,62.2W,45,1004,34.9,-62.2
AL162022,MARTIN,20221031,1200,,EX,35.0N,61.6W,40,1004,35.0,-61.6
AL162022,MARTIN,20221031,1800,,EX,35.0N,60.9W,40,1004,35.0,-60.9
AL162022,MARTIN,20221101,0000,,EX,35.1N,59.6W,35,1004,35.1,-59.6
AL162022,MARTIN,20221101,0600,,EX,35.2N,57.9W,35,1002,35.2,-57.9
AL162022,MARTIN,20221101,1200,,TS,35.3N,56.7W,40,998,35.3,-56.7
AL162022,MARTIN,20221101,1800,,TS,35.3N,55.4W,45,993,35.3,-55.4
AL162022,MARTIN,20221102,0000,,TS,35.1N,54.2W,50,991,35.1,-54.2
AL162022,MARTIN,20221102,0600,,TS,35.0N,53.0W,55,989,35.0,-53.0
AL162022,MARTIN,20221102,1200,,HU,35.1N,50.9W,65,983,35.1,-50.9
AL162022,MARTIN,20221102,1800,,HU,36.1N,48.9W,75,974,36.1,-48.9
AL162022,MARTIN,20221103,0000,,HU,38.0N,46.4W,75,970,38.0,-46.4
AL162022,MARTIN,20221103,0600,,HU,40.3N,43.6W,75,965,40.3,-43.6
AL162022,MARTIN,20221103,1200,,EX,43.7N,38.8W,75,960,43.7,-38.8
AL162022,MARTIN,20221103,1800,,EX,49.0N,35.3W,75,950,49.0,-35.3
AL162022,MARTIN,20221104,0000,,EX,52.7N,38.0W,70,947,52.7,-38.0
AL162022,MARTIN,20221104,0600,,EX,54.7N,37.7W,65,936,54.7,-37.7
AL162022,MARTIN,20221104,1200,,EX,55.8N,37.2W,60,932,55.8,-37.2
AL162022,MARTIN,20221104,1800,,EX,56.5N,36.5W,55,939,56.5,-36.5
AL172022,NICOLE,20221106,1200,,LO,20.6N,66.8W,30,1005,20.6,-66.8
AL172022,NICOLE,20221106,1800,,LO,22.4N,66.8W,35,1005,22.4,-66.8
AL172022,NICOLE,20221107,0000,,LO,23.9N,67.5W,35,1005,23.9,-67.5
AL172022,NICOLE,20221107,0600,,SS,25.2N,68.2W,40,1004,25.2,-68.2
AL172022,NICOLE,20221107,1200,,SS,25.9N,69.3W,40,1002,25.9,-69.3
AL172022,NICOLE,20221107,1800,,SS,26.4N,70.3W,40,1001,26.4,-70.3
AL172022,NICOLE,20221108,0000,,SS,26.8N,70.7W,40,998,26.8,-70.7
AL172022,NICOLE,20221108,0600,,SS,27.5N,71.2W,40,996,27.5,-71.2
AL172022,NICOLE,20221108,1200,,SS,27.7N,72.1W,45,993,27.7,-72.1
AL172022,NICOLE,20221108,1800,,TS,27.6N,73.3W,50,991,27.6,-73.3
AL172022,NICOLE,20221109,0000,,TS,27.2N,74.3W,60,984,27.2,-74.3
AL172022,NICOLE,20221109,0600,,TS,26.8N,75.3W,60,986,26.8,-75.3
AL172022,NICOLE,20221109,1200,,TS,26.5N,76.2W,55,985,26.5,-76.2
AL172022,NICOLE,20221109,1700,L,TS,26.5N,77.1W,60,985,26.5,-77.1
AL172022,NICOLE,20221109,1800,,TS,26.5N,77.3W,60,985,26.5,-77.3
AL172022,NICOLE,20221109,2300,L,HU,26.6N,78.2W,65,980,26.6,-78.2
AL172022,NICOLE,20221110,0000,,HU,26.7N,78.4W,65,980,26.7,-78.4
AL172022,NICOLE,20221110,0600,,HU,27.3N,79.8W,65,980,27.3,-79.8
AL172022,NICOLE,20221110,0745,L,HU,27.6N,80.3W,65,980,27.6,-80.3
AL172022,NICOLE,20221110,1200,,TS,28.0N,81.6W,55,984,28.0,-81.6
AL172022,NICOLE,20221110,1800,,TS,29.0N,82.8W,40,989,29.0,-82.8
AL172022,NICOLE,20221110,1900,L,TS,29.2N,83.0W,40,989,29.2,-83.0
AL172022,NICOLE,20221111,0000,L,TS,30.1N,84.0W,35,992,30.1,-84.0
AL172022,NICOLE,20221111,0600,,TD,31.2N,84.6W,30,996,31.2,-84.6
AL172022,NICOLE,20221111,1200,,TD,33.2N,84.6W,25,999,33.2,-84.6
AL172022,NICOLE,20221111,1800,,LO,35.4N,83.8W,25,1000,35.4,-83.8
AL012023,UNNAMED,20230115,0000,,EX,36.4N,71.3W,45,989,36.4,-71.3
AL012023,UNNAMED,20230115,0600,,EX,36.8N,70.6W,45,986,36.8,-70.6
AL012023,UNNAMED,20230115,1200,,EX,37.2N,69.7W,45,986,37.2,-69.7
AL012023,UNNAMED,20230115,1800,,EX,37.4N,68.8W,45,983,37.4,-68.8
AL012023,UNNAMED,20230116,0000,,EX,37.5N,68.3W,45,983,37.5,-68.3
AL012023,UNNAMED,20230116,0600,,EX,37.3N,67.6W,50,982,37.3,-67.6
AL012023,UNNAMED,20230116,1200,,SS,37.1N,66.1W,50,982,37.1,-66.1
AL012023,UNNAMED,20230116,1800,,SS,37.6N,63.6W,55,980,37.6,-63.6
AL012023,UNNAMED,20230117,0000,,SS,39.8N,61.6W,60,976,39.8,-61.6
AL012023,UNNAMED,20230117,0600,,SS,42.4N,60.6W,55,977,42.4,-60.6
AL012023,UNNAMED,20230117,1200,,SS,45.5N,60.0W,45,981,45.5,-60.0
AL012023,UNNAMED,20230117,1245,L,SS,45.9N,60.0W,45,983,45.9,-60.0
AL012023,UNNAMED,20230117,1800,,LO,48.4N,60.2W,40,988,48.4,-60.2
AL012023,UNNAMED,20230118,0000,,LO,50.4N,60.2W,35,991,50.4,-60.2
AL012023,UNNAMED,20230118,0600,,LO,51.4N,60.2W,30,994,51.4,-60.2
AL022023,ARLENE,20230531,1800,,LO,26.4N,85.9W,20,1009,26.4,-85.9
AL022023,ARLENE,20230601,0000,,LO,26.7N,85.7W,20,1008,26.7,-85.7
AL022023,ARLENE,20230601,0600,,LO,27.2N,85.8W,25,1008,27.2,-85.8
AL022023,ARLENE,20230601,1200,,TD,27.7N,86.2W,30,1007,27.7,-86.2
AL022023,ARLENE,20230601,1800,,TD,28.0N,86.5W,30,1007,28.0,-86.5
AL022023,ARLENE,20230602,0000,,TD,27.7N,86.5W,30,1006,27.7,-86.5
AL022023,ARLENE,20230602,0600,,TS,27.3N,86.4W,35,1004,27.3,-86.4
AL022023,ARLENE,20230602,1200,,TS,27.0N,86.3W,35,1002,27.0,-86.3
AL022023,ARLENE,20230602,1800,,TS,26.7N,86.0W,35,1000,26.7,-86.0
AL022023,ARLENE,20230603,0000,,TS,25.9N,85.7W,35,998,25.9,-85.7
AL022023,ARLENE,20230603,0600,,TD,25.0N,85.6W,30,999,25.0,-85.6
AL022023,ARLENE,20230603,1200,,LO,24.4N,85.3W,25,1000,24.4,-85.3
AL022023,ARLENE,20230603,1800,,LO,23.9N,85.0W,25,1001,23.9,-85.0
AL022023,ARLENE,20230604,0000,,LO,23.5N,84.1W,25,1002,23.5,-84.1
AL022023,ARLENE,20230604,0600,,LO,23.3N,83.0W,25,1002,23.3,-83.0
AL032023,BRET,20230619,0600,,TD,10.7N,37.3W,30,1009,10.7,-37.3
AL032023,BRET,20230619,1200,,TD,10.9N,39.1W,30,1009,10.9,-39.1
AL032023,BRET,20230619,1800,,TS,11.1N,40.9W,35,1008,11.1,-40.9
AL032023,BRET,20230620,0000,,TS,11.3N,42.7W,35,1008,11.3,-42.7
AL032023,BRET,20230620,0600,,TS,11.5N,44.5W,35,1008,11.5,-44.5
AL032023,BRET,20230620,1200,,TS,11.7N,46.3W,35,1008,11.7,-46.3
AL032023,BRET,20230620,1800,,TS,12.0N,48.0W,40,1006,12.0,-48.0
AL032023,BRET,20230621,0000,,TS,12.4N,49.4W,45,1004,12.4,-49.4
AL032023,BRET,20230621,0600,,TS,12.7N,50.7W,50,1001,12.7,-50.7
AL032023,BRET,20230621,1200,,TS,13.0N,52.0W,50,1001,13.0,-52.0
AL032023,BRET,20230621,1800,,TS,13.3N,53.3W,55,1000,13.3,-53.3
AL032023,BRET,20230622,0000,,TS,13.4N,54.6W,55,999,13.4,-54.6
AL032023,BRET,20230622,0600,,TS,13.5N,55.9W,60,996,13.5,-55.9
AL032023,BRET,20230622,1200,,TS,13.5N,57.3W,60,998,13.5,-57.3
AL032023,BRET,20230622,1800,,TS,13.4N,58.8W,55,1000,13.4,-58.8
AL032023,BRET,20230623,0000,,TS,13.3N,60.3W,55,1001,13.3,-60.3
AL032023,BRET,20230623,0315,L,TS,13.3N,61.2W,55,1001,13.3,-61.2
AL032023,BRET,20230623,0600,,TS,13.3N,62.0W,50,1001,13.3,-62.0
AL032023,BRET,20230623,1200,,TS,13.2N,63.8W,50,1002,13.2,-63.8
AL032023,BRET,20230623,1800,,TS,13.1N,65.6W,45,1003,13.1,-65.6
AL032023,BRET,20230624,0000,,TS,13.0N,67.4W,45,1004,13.0,-67.4
AL032023,BRET,20230624,0600,,TS,13.0N,69.2W,40,1005,13.0,-69.2
AL032023,BRET,20230624,1200,,TS,13.0N,70.9W,40,1007,13.0,-70.9
AL042023,CINDY,20230622,0000,,TD,10.4N,39.9W,30,1008,10.4,-39.9
AL042023,CINDY,20230622,0600,,TD,10.7N,41.1W,30,1008,10.7,-41.1
AL042023,CINDY,20230622,1200,,TD,11.0N,42.3W,30,1008,11.0,-42.3
AL042023,CINDY,20230622,1800,,TD,11.3N,43.5W,30,1008,11.3,-43.5
AL042023,CINDY,20230623,0000,,TS,11.5N,44.8W,35,1007,11.5,-44.8
AL042023,CINDY,20230623,0600,,TS,11.8N,46.1W,40,1006,11.8,-46.1
AL042023,CINDY,20230623,1200,,TS,12.2N,47.5W,45,1005,12.2,-47.5
AL042023,CINDY,20230623,1800,,TS,12.8N,48.8W,45,1005,12.8,-48.8
AL042023,CINDY,20230624,0000,,TS,13.6N,50.0W,45,1005,13.6,-50.0
AL042023,CINDY,20230624,0600,,TS,14.6N,51.2W,50,1004,14.6,-51.2
AL042023,CINDY,20230624,1200,,TS,15.7N,52.5W,50,1004,15.7,-52.5
AL042023,CINDY,20230624,1800,,TS,16.8N,53.9W,50,1005,16.8,-53.9
AL042023,CINDY,20230625,0000,,TS,18.2N,55.2W,45,1006,18.2,-55.2
AL042023,CINDY,20230625,0600,,TS,19.4N,56.4W,45,1007,19.4,-56.4
AL042023,CINDY,20230625,1200,,TS,20.5N,57.6W,40,1009,20.5,-57.6
AL042023,CINDY,20230625,1800,,TS,21.6N,58.8W,40,1010,21.6,-58.8
AL042023,CINDY,20230626,0000,,TS,22.5N,59.9W,35,1011,22.5,-59.9
AL052023,DON,20230711,1200,,LO,36.5N,55.5W,25,1013,36.5,-55.5
AL052023,DON,20230711,1800,,LO,36.6N,55.0W,25,1013,36.6,-55.0
AL052023,DON,20230712,0000,,LO,36.2N,54.4W,25,1011,36.2,-54.4
AL052023,DON,20230712,0600,,LO,35.3N,53.6W,25,1009,35.3,-53.6
AL052023,DON,20230712,1200,,LO,34.0N,52.6W,25,1009,34.0,-52.6
AL052023,DON,20230712,1800,,LO,32.9N,51.9W,30,1008,32.9,-51.9
AL052023,DON,20230713,0000,,LO,32.0N,51.0W,30,1007,32.0,-51.0
AL052023,DON,20230713,0600,,LO,31.3N,50.2W,30,1006,31.3,-50.2
AL052023,DON,20230713,1200,,LO,31.2N,48.7W,35,1004,31.2,-48.7
AL052023,DON,20230713,1800,,LO,31.7N,47.3W,40,1003,31.7,-47.3
AL052023,DON,20230714,0000,,SS,32.5N,46.7W,45,1002,32.5,-46.7
AL052023,DON,20230714,0600,,SS,32.9N,46.8W,45,1002,32.9,-46.8
AL052023,DON,20230714,1200,,SS,33.4N,47.0W,40,1004,33.4,-47.0
AL052023,DON,20230714,1800,,SS,33.8N,47.2W,40,1004,33.8,-47.2
AL052023,DON,20230715,0000,,SS,34.3N,47.2W,40,1004,34.3,-47.2
AL052023,DON,20230715,0600,,SS,35.3N,47.7W,40,1005,35.3,-47.7
AL052023,DON,20230715,1200,,SS,36.2N,48.4W,40,1006,36.2,-48.4
AL052023,DON,20230715,1800,,SS,37.1N,48.7W,35,1007,37.1,-48.7
AL052023,DON,20230716,0000,,SS,37.8N,48.8W,35,1007,37.8,-48.8
AL052023,DON,20230716,0600,,SS,38.4N,48.7W,35,1007,38.4,-48.7
AL052023,DON,20230716,1200,,SD,38.9N,48.5W,30,1009,38.9,-48.5
AL052023,DON,20230716,1800,,SD,39.4N,47.5W,30,1010,39.4,-47.5
AL052023,DON,20230717,0000,,SD,39.5N,46.4W,30,1010,39.5,-46.4
AL052023,DON,20230717,0600,,TD,39.3N,45.0W,30,1010,39.3,-45.0
AL052023,DON,20230717,1200,,TD,38.9N,43.6W,30,1010,38.9,-43.6
AL052023,DON,20230717,1800,,TD,38.4N,42.2W,30,1010,38.4,-42.2
AL052023,DON,20230718,0000,,TS,37.8N,40.9W,35,1008,37.8,-40.9
AL052023,DON,20230718,0600,,TS,36.8N,39.9W,35,1008,36.8,-39.9
AL052023,DON,20230718,1200,,TS,36.0N,39.4W,35,1008,36.0,-39.4
AL052023,DON,20230718,1800,,TS,35.3N,39.2W,35,1008,35.3,-39.2
AL052023,DON,20230719,0000,,TS,34.6N,39.1W,35,1008,34.6,-39.1
AL052023,DON,20230719,0600,,TS,34.2N,39.1W,35,1008,34.2,-39.1
AL052023,DON,20230719,1200,,TS,33.9N,39.3W,35,1008,33.9,-39.3
