storm_id,storm_name,date,time,record_identifier,storm_type,latitude,longitude,max_sustained_wind_knots,min_central_pressure_mb,latitude_float,longitude_float
AL052023,DON,20230719,1800,,TS,33.8N,39.9W,40,1005,33.8,-39.9
AL052023,DON,20230720,0000,,TS,33.8N,40.6W,45,1001,33.8,-40.6
AL052023,DON,20230720,0600,,TS,34.0N,41.3W,45,1001,34.0,-41.3
AL052023,DON,20230720,1200,,TS,34.3N,42.2W,40,1004,34.3,-42.2
AL052023,DON,20230720,1800,,TS,34.5N,43.3W,40,1004,34.5,-43.3
AL052023,DON,20230721,0000,,TS,34.6N,44.2W,40,1004,34.6,-44.2
AL052023,DON,20230721,0600,,TS,35.0N,45.1W,40,1004,35.0,-45.1
AL052023,DON,20230721,1200,,TS,35.4N,46.0W,45,1001,35.4,-46.0
AL052023,DON,20230721,1800,,TS,36.2N,47.0W,45,1001,36.2,-47.0
AL052023,DON,20230722,0000,,TS,36.9N,48.2W,45,1001,36.9,-48.2
AL052023,DON,20230722,0600,,TS,37.7N,49.3W,45,1001,37.7,-49.3
AL052023,DON,20230722,1200,,TS,38.5N,49.9W,55,995,38.5,-49.9
AL052023,DON,20230722,1800,,HU,39.5N,50.1W,65,986,39.5,-50.1
AL052023,DON,20230723,0000,,HU,40.7N,49.9W,65,986,40.7,-49.9
AL052023,DON,20230723,0600,,TS,42.0N,49.4W,60,989,42.0,-49.4
AL052023,DON,20230723,1200,,TS,43.3N,48.5W,55,992,43.3,-48.5
AL052023,DON,20230723,1800,,TS,44.7N,47.3W,50,996,44.7,-47.3
AL052023,DON,20230724,0000,,TS,45.9N,45.7W,45,1002,45.9,-45.7
AL052023,DON,20230724,0600,,LO,46.7N,44.1W,40,1005,46.7,-44.1
AL052023,DON,20230724,1200,,LO,47.3N,41.9W,40,1005,47.3,-41.9
AL052023,DON,20230724,1800,,LO,47.8N,39.7W,40,1005,47.8,-39.7
AL052023,DON,20230725,0000,,LO,48.5N,36.8W,35,1008,48.5,-36.8
AL052023,DON,20230725,0600,,LO,49.1N,33.7W,35,1008,49.1,-33.7
AL052023,DON,20230725,1200,,LO,49.8N,29.4W,30,1010,49.8,-29.4
AL052023,DON,20230725,1800,,EX,50.4N,24.5W,30,1010,50.4,-24.5
AL062023,GERT,20230819,0000,,LO,14.7N,46.6W,30,1008,14.7,-46.6
AL062023,GERT,20230819,0600,,TD,15.4N,47.8W,30,1007,15.4,-47.8
AL062023,GERT,20230819,1200,,TD,16.1N,48.8W,30,1006,16.1,-48.8
AL062023,GERT,20230819,1800,,TD,16.6N,49.9W,30,1006,16.6,-49.9
AL062023,GERT,20230820,0000,,TD,16.9N,51.1W,30,1006,16.9,-51.1
AL062023,GERT,20230820,0600,,TD,16.8N,52.3W,30,1006,16.8,-52.3
AL062023,GERT,20230820,1200,,TS,16.7N,53.3W,35,1005,16.7,-53.3
AL062023,GERT,20230820,1800,,TS,16.6N,54.2W,35,1005,16.6,-54.2
AL062023,GERT,20230821,0000,,TS,16.6N,55.1W,35,1005,16.6,-55.1
AL062023,GERT,20230821,0600,,TS,16.6N,55.9W,35,1005,16.6,-55.9
AL062023,GERT,20230821,1200,,TD,16.7N,56.6W,30,1006,16.7,-56.6
AL062023,GERT,20230821,1800,,TD,16.9N,57.2W,25,1006,16.9,-57.2
AL062023,GERT,20230822,0000,,TD,17.0N,57.9W,25,1006,17.0,-57.9
AL062023,GERT,20230822,0600,,TD,17.1N,58.7W,25,1007,17.1,-58.7
AL062023,GERT,20230822,1200,,LO,17.4N,59.5W,25,1008,17.4,-59.5
AL062023,GERT,20230822,1800,,LO,17.7N,60.1W,25,1008,17.7,-60.1
AL062023,GERT,20230823,0000,,LO,18.1N,60.2W,25,1008,18.1,-60.2
AL062023,GERT,20230823,0600,,LO,18.3N,59.7W,25,1008,18.3,-59.7
AL062023,GERT,20230823,1200,,LO,18.5N,59.2W,25,1009,18.5,-59.2
AL062023,GERT,20230823,1800,,LO,18.3N,59.0W,25,1009,18.3,-59.0
AL062023,GERT,20230824,0000,,LO,18.1N,58.9W,20,1010,18.1,-58.9
AL062023,GERT,20230824,0600,,LO,17.7N,58.7W,20,1010,17.7,-58.7
AL062023,GERT,20230824,1200,,LO,17.3N,58.5W,20,1010,17.3,-58.5
AL062023,GERT,20230824,1800,,LO,16.9N,58.6W,20,1010,16.9,-58.6
AL062023,GERT,20230825,0000,,LO,16.5N,58.8W,20,1010,16.5,-58.8
AL062023,GERT,20230825,0600,,LO,16.1N,59.1W,20,1010,16.1,-59.1
AL062023,GERT,20230825,1200,,LO,16.0N,59.3W,20,1010,16.0,-59.3
AL062023,GERT,20230825,1800,,LO,16.0N,59.5W,20,1010,16.0,-59.5
AL062023,GERT,20230826,0000,,LO,16.1N,59.7W,20,1010,16.1,-59.7
AL062023,GERT,20230826,0600,,LO,16.3N,59.8W,25,1010,16.3,-59.8
AL062023,GERT,20230826,1200,,DB,16.9N,59.7W,25,1010,16.9,-59.7
AL062023,GERT,20230826,1800,,DB,17.8N,59.5W,25,1010,17.8,-59.5
AL062023,GERT,20230827,0000,,DB,18.7N,59.4W,25,1010,18.7,-59.4
AL062023,GERT,20230827,0600,,DB,19.4N,59.5W,25,1010,19.4,-59.5
AL062023,GERT,20230827,1200,,DB,19.9N,59.6W,25,1010,19.9,-59.6
AL062023,GERT,20230827,1800,,DB,20.2N,59.6W,25,1010,20.2,-59.6
AL062023,GERT,20230828,0000,,DB,20.5N,59.6W,25,1010,20.5,-59.6
AL062023,GERT,20230828,0600,,DB,20.8N,59.4W,25,1010,20.8,-59.4
AL062023,GERT,20230828,1200,,DB,21.2N,59.2W,25,1010,21.2,-59.2
AL062023,GERT,20230828,1800,,DB,21.6N,59.2W,25,1010,21.6,-59.2
AL062023,GERT,20230829,0000,,DB,22.3N,59.4W,25,1011,22.3,-59.4
AL062023,GERT,20230829,0600,,DB,23.0N,59.6W,25,1011,23.0,-59.6
AL062023,GERT,20230829,1200,,DB,23.8N,59.6W,25,1012,23.8,-59.6
AL062023,GERT,20230829,1800,,DB,24.6N,59.6W,25,1012,24.6,-59.6
AL062023,GERT,20230830,0000,,DB,25.4N,59.3W,25,1012,25.4,-59.3
AL062023,GERT,20230830,0600,,DB,26.2N,59.0W,25,1010,26.2,-59.0
AL062023,GERT,20230830,1200,,DB,27.0N,58.7W,25,1010,27.0,-58.7
AL062023,GERT,20230830,1800,,DB,27.5N,58.5W,25,1009,27.5,-58.5
AL062023,GERT,20230831,0000,,LO,28.0N,58.3W,30,1009,28.0,-58.3
AL062023,GERT,20230831,0600,,LO,28.4N,58.1W,30,1008,28.4,-58.1
AL062023,GERT,20230831,1200,,LO,28.5N,57.6W,30,1008,28.5,-57.6
AL062023,GERT,20230831,1800,,TD,28.6N,57.0W,30,1007,28.6,-57.0
AL062023,GERT,20230901,0000,,TD,28.8N,56.4W,30,1006,28.8,-56.4
AL062023,GERT,20230901,0600,,TD,28.8N,55.7W,30,1006,28.8,-55.7
AL062023,GERT,20230901,1200,,TD,28.4N,55.2W,30,1006,28.4,-55.2
AL062023,GERT,20230901,1800,,TS,27.9N,54.8W,35,1005,27.9,-54.8
AL062023,GERT,20230902,0000,,TS,27.7N,54.6W,35,1005,27.7,-54.6
AL062023,GERT,20230902,0600,,TS,27.6N,54.4W,40,1003,27.6,-54.4
AL062023,GERT,20230902,1200,,TS,27.7N,54.1W,45,999,27.7,-54.1
AL062023,GERT,20230902,1800,,TS,28.1N,53.8W,45,999,28.1,-53.8
AL062023,GERT,20230903,0000,,TS,28.6N,53.5W,50,998,28.6,-53.5
AL062023,GERT,20230903,0600,,TS,29.3N,53.0W,50,998,29.3,-53.0
AL062023,GERT,20230903,1200,,TS,30.4N,52.4W,50,998,30.4,-52.4
AL062023,GERT,20230903,1800,,TS,31.9N,51.6W,45,999,31.9,-51.6
AL062023,GERT,20230904,0000,,TS,33.9N,50.9W,45,1000,33.9,-50.9
AL062023,GERT,20230904,0600,,TS,36.5N,50.7W,45,1000,36.5,-50.7
AL062023,GERT,20230904,1200,,LO,39.4N,50.8W,40,1001,39.4,-50.8
AL072023,EMILY,20230818,1200,,LO,15.4N,32.9W,30,1009,15.4,-32.9
AL072023,EMILY,20230818,1800,,LO,15.5N,33.9W,30,1008,15.5,-33.9
AL072023,EMILY,20230819,0000,,LO,15.6N,34.8W,30,1007,15.6,-34.8
AL072023,EMILY,20230819,0600,,LO,15.8N,35.3W,30,1006,15.8,-35.3
AL072023,EMILY,20230819,1200,,LO,16.4N,35.7W,30,1006,16.4,-35.7
AL072023,EMILY,20230819,1800,,LO,17.2N,36.1W,30,1006,17.2,-36.1
AL072023,EMILY,20230820,0000,,TS,18.0N,36.7W,35,1004,18.0,-36.7
AL072023,EMILY,20230820,0600,,TS,18.8N,37.5W,40,1001,18.8,-37.5
AL072023,EMILY,20230820,1200,,TS,19.4N,38.3W,45,998,19.4,-38.3
AL072023,EMILY,20230820,1800,,TS,20.0N,39.0W,45,998,20.0,-39.0
AL072023,EMILY,20230821,0000,,TS,20.3N,39.8W,40,1000,20.3,-39.8
AL072023,EMILY,20230821,0600,,LO,20.6N,40.6W,35,1003,20.6,-40.6
AL072023,EMILY,20230821,1200,,LO,21.0N,41.4W,35,1004,21.0,-41.4
AL072023,EMILY,20230821,1800,,LO,21.4N,42.2W,30,1005,21.4,-42.2
AL072023,EMILY,20230822,0000,,LO,21.9N,43.1W,30,1006,21.9,-43.1
AL072023,EMILY,20230822,0600,,LO,22.5N,44.1W,30,1006,22.5,-44.1
AL072023,EMILY,20230822,1200,,LO,23.4N,45.1W,30,1006,23.4,-45.1
AL072023,EMILY,20230822,1800,,LO,24.4N,46.1W,30,1006,24.4,-46.1
AL072023,EMILY,20230823,0000,,LO,25.3N,47.2W,35,1006,25.3,-47.2
AL072023,EMILY,20230823,0600,,LO,26.1N,48.4W,35,1006,26.1,-48.4
AL072023,EMILY,20230823,1200,,LO,26.9N,49.2W,35,1006,26.9,-49.2
AL072023,EMILY,20230823,1800,,LO,27.8N,49.6W,35,1006,27.8,-49.6
AL072023,EMILY,20230824,0000,,LO,28.6N,49.6W,35,1006,28.6,-49.6
AL072023,EMILY,20230824,0600,,LO,29.3N,49.2W,35,1006,29.3,-49.2
AL072023,EMILY,20230824,1200,,LO,29.8N,48.9W,35,1008,29.8,-48.9
AL072023,EMILY,20230824,1800,,LO,30.5N,48.7W,30,1010,30.5,-48.7
AL072023,EMILY,20230825,0000,,LO,31.4N,48.6W,30,1010,31.4,-48.6
AL072023,EMILY,20230825,0600,,LO,32.4N,48.6W,30,1010,32.4,-48.6
AL082023,FRANKLIN,20230819,1800,,LO,12.8N,60.5W,25,1006,12.8,-60.5
AL082023,FRANKLIN,20230820,0000,,LO,13.1N,62.1W,25,1006,13.1,-62.1
AL082023,FRANKLIN,20230820,0600,,TD,13.5N,63.7W,30,1004,13.5,-63.7
AL082023,FRANKLIN,20230820,1200,,TS,14.0N,65.2W,35,1002,14.0,-65.2
AL082023,FRANKLIN,20230820,1800,,TS,14.5N,66.6W,40,1001,14.5,-66.6
AL082023,FRANKLIN,20230821,0000,,TS,14.8N,67.9W,45,999,14.8,-67.9
AL082023,FRANKLIN,20230821,0600,,TS,14.8N,68.8W,45,999,14.8,-68.8
AL082023,FRANKLIN,20230821,1200,,TS,14.6N,69.5W,45,999,14.6,-69.5
AL082023,FRANKLIN,20230821,1800,,TS,14.1N,70.0W,45,1002,14.1,-70.0
AL082023,FRANKLIN,20230822,0000,,TS,14.0N,70.4W,45,1002,14.0,-70.4
AL082023,FRANKLIN,20230822,0600,,TS,14.1N,70.9W,40,1002,14.1,-70.9
AL082023,FRANKLIN,20230822,1200,,TS,14.8N,71.1W,40,1003,14.8,-71.1
AL082023,FRANKLIN,20230822,1800,,TS,15.6N,71.3W,35,1003,15.6,-71.3
AL082023,FRANKLIN,20230823,0000,,TS,16.5N,71.4W,35,1003,16.5,-71.4
AL082023,FRANKLIN,20230823,0600,,TS,17.3N,71.4W,40,1003,17.3,-71.4
AL082023,FRANKLIN,20230823,1000,L,TS,17.9N,71.2W,40,1003,17.9,-71.2
AL082023,FRANKLIN,20230823,1200,,TS,18.3N,71.1W,40,1005,18.3,-71.1
AL082023,FRANKLIN,20230823,1800,,TS,19.4N,70.8W,35,1004,19.4,-70.8
AL082023,FRANKLIN,20230824,0000,,TS,20.6N,70.6W,40,1005,20.6,-70.6
AL082023,FRANKLIN,20230824,0600,,TS,21.6N,70.5W,45,1001,21.6,-70.5
AL082023,FRANKLIN,20230824,1200,,TS,22.0N,70.0W,50,998,22.0,-70.0
AL082023,FRANKLIN,20230824,1800,,TS,22.2N,69.3W,50,1000,22.2,-69.3
AL082023,FRANKLIN,20230825,0000,,TS,22.4N,68.5W,50,1000,22.4,-68.5
AL082023,FRANKLIN,20230825,0600,,TS,22.2N,68.1W,50,1000,22.2,-68.1
AL082023,FRANKLIN,20230825,1200,,TS,21.9N,67.9W,45,1003,21.9,-67.9
AL082023,FRANKLIN,20230825,1800,,TS,21.8N,67.3W,45,1003,21.8,-67.3
AL082023,FRANKLIN,20230826,0000,,TS,22.2N,66.5W,50,1002,22.2,-66.5
AL082023,FRANKLIN,20230826,0600,,TS,22.6N,66.0W,55,992,22.6,-66.0
AL082023,FRANKLIN,20230826,1200,,HU,23.2N,66.5W,65,989,23.2,-66.5
AL082023,FRANKLIN,20230826,1800,,HU,23.5N,67.3W,70,982,23.5,-67.3
AL082023,FRANKLIN,20230827,0000,,HU,23.9N,67.9W,75,977,23.9,-67.9
AL082023,FRANKLIN,20230827,0600,,HU,24.4N,68.5W,75,973,24.4,-68.5
AL082023,FRANKLIN,20230827,1200,,HU,24.9N,69.1W,80,970,24.9,-69.1
AL082023,FRANKLIN,20230827,1800,,HU,25.5N,69.7W,80,967,25.5,-69.7
AL082023,FRANKLIN,20230828,0000,,HU,26.0N,70.3W,85,964,26.0,-70.3
AL082023,FRANKLIN,20230828,0600,,HU,26.7N,70.6W,100,951,26.7,-70.6
AL082023,FRANKLIN,20230828,1200,,HU,27.5N,70.9W,125,937,27.5,-70.9
AL082023,FRANKLIN,20230828,1800,,HU,28.2N,71.1W,125,931,28.2,-71.1
AL082023,FRANKLIN,20230829,0000,,HU,28.9N,71.1W,130,926,28.9,-71.1
AL082023,FRANKLIN,20230829,0600,,HU,29.7N,71.0W,120,935,29.7,-71.0
AL082023,FRANKLIN,20230829,1200,,HU,30.3N,70.7W,115,941,30.3,-70.7
AL082023,FRANKLIN,20230829,1800,,HU,31.1N,70.2W,110,947,31.1,-70.2
AL082023,FRANKLIN,20230830,0000,,HU,31.8N,69.5W,100,953,31.8,-69.5
AL082023,FRANKLIN,20230830,0600,,HU,32.6N,68.7W,95,956,32.6,-68.7
AL082023,FRANKLIN,20230830,1200,,HU,33.2N,67.8W,95,958,33.2,-67.8
AL082023,FRANKLIN,20230830,1800,,HU,33.9N,66.7W,90,960,33.9,-66.7
AL082023,FRANKLIN,20230831,0000,,HU,34.4N,65.2W,90,961,34.4,-65.2
AL082023,FRANKLIN,20230831,0600,,HU,34.7N,63.9W,85,963,34.7,-63.9
AL082023,FRANKLIN,20230831,1200,,HU,35.1N,62.6W,85,964,35.1,-62.6
AL082023,FRANKLIN,20230831,1800,,HU,35.6N,61.1W,80,969,35.6,-61.1
AL082023,FRANKLIN,20230901,0000,,HU,36.4N,59.7W,75,975,36.4,-59.7
AL082023,FRANKLIN,20230901,0600,,HU,37.4N,58.2W,70,978,37.4,-58.2
AL082023,FRANKLIN,20230901,1200,,HU,38.2N,56.6W,65,982,38.2,-56.6
AL082023,FRANKLIN,20230901,1800,,EX,38.8N,54.6W,70,979,38.8,-54.6
AL082023,FRANKLIN,20230902,0000,,EX,39.6N,52.0W,70,979,39.6,-52.0
AL082023,FRANKLIN,20230902,0600,,EX,41.2N,48.8W,70,980,41.2,-48.8
AL082023,FRANKLIN,20230902,1200,,EX,43.0N,45.9W,65,981,43.0,-45.9
AL082023,FRANKLIN,20230902,1800,,EX,44.8N,43.4W,65,982,44.8,-43.4
AL082023,FRANKLIN,20230903,0000,,EX,45.8N,41.0W,65,984,45.8,-41.0
AL082023,FRANKLIN,20230903,0600,,EX,46.4N,38.7W,60,986,46.4,-38.7
AL082023,FRANKLIN,20230903,1200,,EX,47.0N,36.2W,55,988,47.0,-36.2
AL082023,FRANKLIN,20230903,1800,,EX,47.7N,33.4W,55,990,47.7,-33.4
AL082023,FRANKLIN,20230904,0000,,EX,47.8N,30.8W,50,991,47.8,-30.8
AL082023,FRANKLIN,20230904,0600,,EX,47.5N,28.6W,45,993,47.5,-28.6
AL082023,FRANKLIN,20230904,1200,,EX,47.1N,27.3W,40,994,47.1,-27.3
AL082023,FRANKLIN,20230904,1800,,EX,46.7N,26.8W,40,995,46.7,-26.8
AL082023,FRANKLIN,20230905,0000,,EX,46.0N,26.6W,40,995,46.0,-26.6
AL082023,FRANKLIN,20230905,0600,,EX,44.6N,26.3W,40,995,44.6,-26.3
AL082023,FRANKLIN,20230905,1200,,EX,42.8N,25.4W,40,995,42.8,-25.4
AL082023,FRANKLIN,20230905,1800,,EX,41.0N,23.8W,40,995,41.0,-23.8
AL082023,FRANKLIN,20230906,0000,,EX,40.1N,21.6W,35,995,40.1,-21.6
AL082023,FRANKLIN,20230906,0600,,EX,40.1N,19.4W,35,995,40.1,-19.4
AL082023,FRANKLIN,20230906,1200,,EX,41.3N,17.7W,40,993,41.3,-17.7
AL082023,FRANKLIN,20230906,1800,,EX,43.3N,16.5W,45,992,43.3,-16.5
AL082023,FRANKLIN,20230907,0000,,EX,45.4N,16.0W,50,991,45.4,-16.0
AL082023,FRANKLIN,20230907,0600,,EX,46.8N,16.1W,50,991,46.8,-16.1
AL082023,FRANKLIN,20230907,1200,,EX,47.7N,16.3W,45,993,47.7,-16.3
AL082023,FRANKLIN,20230907,1800,,EX,48.5N,16.5W,40,996,48.5,-16.5
AL082023,FRANKLIN,20230908,0000,,EX,48.5N,17.2W,35,998,48.5,-17.2
AL082023,FRANKLIN,20230908,0600,,EX,48.3N,17.8W,30,1001,48.3,-17.8
AL082023,FRANKLIN,20230908,1200,,EX,47.9N,18.5W,30,1004,47.9,-18.5
AL082023,FRANKLIN,20230908,1800,,EX,47.2N,18.9W,30,1006,47.2,-18.9
AL082023,FRANKLIN,20230909,0000,,EX,46.3N,19.1W,30,1007,46.3,-19.1
AL082023,FRANKLIN,20230909,0600,,EX,45.3N,19.4W,30,1007,45.3,-19.4
AL082023,FRANKLIN,20230909,1200,,EX,44.1N,19.8W,25,1008,44.1,-19.8
AL082023,FRANKLIN,20230909,1800,,EX,43.1N,20.3W,25,1008,43.1,-20.3
AL092023,HAROLD,20230821,1200,,DB,24.7N,89.2W,25,1008,24.7,-89.2
AL092023,HAROLD,20230821,1800,,TD,25.0N,90.8W,30,1008,25.0,-90.8
AL092023,HAROLD,20230822,0000,,TD,25.4N,92.4W,30,1008,25.4,-92.4
AL092023,HAROLD,20230822,0600,,TS,25.8N,94.3W,40,1003,25.8,-94.3
AL092023,HAROLD,20230822,1200,,TS,26.8N,96.4W,50,996,26.8,-96.4
AL092023,HAROLD,20230822,1500,L,TS,27.1N,97.4W,50,995,27.1,-97.4
AL092023,HAROLD,20230822,1800,,TS,27.3N,98.3W,40,997,27.3,-98.3
AL092023,HAROLD,20230823,0000,,TD,27.7N,100.1W,30,1002,27.7,-100.1
AL092023,HAROLD,20230823,0600,,TD,28.5N,101.7W,25,1007,28.5,-101.7
AL092023,HAROLD,20230823,1200,,LO,29.7N,103.3W,20,1011,29.7,-103.3
AL102023,IDALIA,20230826,1200,,TD,20.8N,86.1W,25,1006,20.8,-86.1
AL102023,IDALIA,20230826,1800,,TD,21.3N,86.2W,25,1006,21.3,-86.2
AL102023,IDALIA,20230827,0000,,TD,21.1N,86.4W,30,1004,21.1,-86.4
AL102023,IDALIA,20230827,0600,L,TD,20.5N,86.8W,30,1002,20.5,-86.8
AL102023,IDALIA,20230827,1200,,TS,19.9N,86.3W,35,999,19.9,-86.3
AL102023,IDALIA,20230827,1800,,TS,19.9N,85.8W,40,996,19.9,-85.8
AL102023,IDALIA,20230828,0000,,TS,19.8N,85.4W,45,992,19.8,-85.4
AL102023,IDALIA,20230828,0600,,TS,19.9N,85.2W,55,989,19.9,-85.2
AL102023,IDALIA,20230828,1200,,TS,20.6N,85.2W,55,989,20.6,-85.2
AL102023,IDALIA,20230828,1800,,TS,21.2N,85.2W,60,986,21.2,-85.2
AL102023,IDALIA,20230829,0000,,TS,21.8N,85.1W,60,984,21.8,-85.1
AL102023,IDALIA,20230829,0600,,HU,22.6N,85.0W,65,981,22.6,-85.0
AL102023,IDALIA,20230829,1200,,HU,23.8N,84.8W,70,978,23.8,-84.8
AL102023,IDALIA,20230829,1800,,HU,25.3N,84.8W,80,973,25.3,-84.8
AL102023,IDALIA,20230830,0000,,HU,26.9N,84.7W,90,965,26.9,-84.7
AL102023,IDALIA,20230830,0600,,HU,28.3N,84.5W,105,945,28.3,-84.5
AL102023,IDALIA,20230830,0900,I,HU,29.1N,84.1W,115,942,29.1,-84.1
AL102023,IDALIA,20230830,1145,L,HU,29.9N,83.6W,100,950,29.9,-83.6
AL102023,IDALIA,20230830,1200,,HU,30.0N,83.5W,100,954,30.0,-83.5
AL102023,IDALIA,20230830,1800,,TS,31.5N,82.5W,60,981,31.5,-82.5
AL102023,IDALIA,20230831,0000,,TS,32.7N,80.9W,50,985,32.7,-80.9
AL102023,IDALIA,20230831,0600,,TS,33.5N,78.9W,50,990,33.5,-78.9
AL102023,IDALIA,20230831,1200,,EX,33.7N,77.0W,55,990,33.7,-77.0
AL102023,IDALIA,20230831,1800,,EX,33.6N,74.6W,55,993,33.6,-74.6
AL102023,IDALIA,20230901,0000,,EX,33.4N,72.3W,55,996,33.4,-72.3
AL102023,IDALIA,20230901,0600,,EX,32.7N,70.5W,50,997,32.7,-70.5
AL102023,IDALIA,20230901,1200,,EX,32.3N,68.8W,50,998,32.3,-68.8
AL102023,IDALIA,20230901,1800,,EX,32.1N,67.1W,50,999,32.1,-67.1
AL102023,IDALIA,20230902,0000,,EX,31.9N,65.7W,50,999,31.9,-65.7
AL102023,IDALIA,20230902,0600,,EX,31.8N,64.7W,50,999,31.8,-64.7
AL102023,IDALIA,20230902,1200,,EX,31.8N,63.9W,50,998,31.8,-63.9
AL102023,IDALIA,20230902,1800,,EX,31.8N,63.1W,50,997,31.8,-63.1
AL102023,IDALIA,20230903,0000,,EX,32.0N,62.2W,50,996,32.0,-62.2
AL102023,IDALIA,20230903,0600,,EX,32.5N,61.3W,50,994,32.5,-61.3
AL102023,IDALIA,20230903,1200,,EX,33.4N,60.5W,50,992,33.4,-60.5
AL102023,IDALIA,20230903,1800,,EX,34.9N,59.7W,55,990,34.9,-59.7
AL102023,IDALIA,20230904,0000,,EX,36.2N,58.9W,60,988,36.2,-58.9
AL102023,IDALIA,20230904,0600,,EX,37.6N,58.0W,60,985,37.6,-58.0
AL102023,IDALIA,20230904,1200,,EX,39.2N,57.5W,55,985,39.2,-57.5
AL102023,IDALIA,20230904,1800,,EX,40.5N,57.9W,55,986,40.5,-57.9
AL102023,IDALIA,20230905,0000,,EX,41.1N,58.7W,50,986,41.1,-58.7
AL102023,IDALIA,20230905,0600,,EX,41.6N,59.1W,50,986,41.6,-59.1
AL102023,IDALIA,20230905,1200,,EX,42.2N,59.3W,45,986,42.2,-59.3
AL102023,IDALIA,20230905,1800,,EX,42.6N,59.8W,40,987,42.6,-59.8
AL102023,IDALIA,20230906,0000,,EX,42.6N,60.5W,35,988,42.6,-60.5
AL102023,IDALIA,20230906,0600,,EX,42.6N,61.4W,35,991,42.6,-61.4
AL102023,IDALIA,20230906,1200,,EX,42.6N,62.0W,35,992,42.6,-62.0
AL102023,IDALIA,20230906,1800,,EX,42.6N,62.8W,35,994,42.6,-62.8
AL102023,IDALIA,20230907,0000,,EX,42.9N,62.9W,30,996,42.9,-62.9
AL102023,IDALIA,20230907,0600,,EX,43.0N,62.1W,30,998,43.0,-62.1
AL102023,IDALIA,20230907,1200,,EX,43.2N,61.1W,30,1000,43.2,-61.1
AL102023,IDALIA,20230907,1800,,EX,43.6N,60.1W,30,1001,43.6,-60.1
AL102023,IDALIA,20230908,0000,,EX,44.3N,59.3W,30,1002,44.3,-59.3
AL102023,IDALIA,20230908,0600,,EX,45.2N,58.3W,30,1003,45.2,-58.3
AL112023,JOSE,20230829,0000,,TD,27.7N,51.7W,30,1014,27.7,-51.7
AL112023,JOSE,20230829,0600,,TD,27.7N,51.5W,30,1013,27.7,-51.5
AL112023,JOSE,20230829,1200,,TD,27.9N,51.5W,30,1012,27.9,-51.5
AL112023,JOSE,20230829,1800,,TD,28.0N,51.8W,30,1012,28.0,-51.8
AL112023,JOSE,20230830,0000,,TD,28.0N,52.1W,30,1011,28.0,-52.1
AL112023,JOSE,20230830,0600,,TD,28.1N,52.1W,30,1010,28.1,-52.1
AL112023,JOSE,20230830,1200,,TD,28.1N,52.1W,30,1010,28.1,-52.1
AL112023,JOSE,20230830,1800,,TD,28.2N,52.1W,30,1010,28.2,-52.1
AL112023,JOSE,20230831,0000,,TS,28.3N,52.1W,35,1009,28.3,-52.1
AL112023,JOSE,20230831,0600,,TS,28.6N,52.1W,40,1006,28.6,-52.1
AL112023,JOSE,20230831,1200,,TS,29.3N,52.1W,45,1004,29.3,-52.1
AL112023,JOSE,20230831,1800,,TS,30.4N,52.3W,50,999,30.4,-52.3
AL112023,JOSE,20230901,0000,,TS,31.6N,52.5W,55,996,31.6,-52.5
AL112023,JOSE,20230901,0600,,TS,32.9N,52.4W,55,996,32.9,-52.4
AL112023,JOSE,20230901,1200,,TS,34.9N,51.4W,50,997,34.9,-51.4
AL112023,JOSE,20230901,1800,,TS,37.4N,49.8W,50,997,37.4,-49.8
AL122023,KATIA,20230830,0000,,LO,14.9N,21.3W,25,1008,14.9,-21.3
AL122023,KATIA,20230830,0600,,LO,15.2N,22.4W,25,1007,15.2,-22.4
AL122023,KATIA,20230830,1200,,LO,15.4N,23.4W,25,1007,15.4,-23.4
AL122023,KATIA,20230830,1800,,LO,15.5N,24.1W,25,1007,15.5,-24.1
AL122023,KATIA,20230831,0000,,LO,15.8N,24.8W,25,1007,15.8,-24.8
AL122023,KATIA,20230831,0600,,LO,16.1N,25.5W,25,1007,16.1,-25.5
AL122023,KATIA,20230831,1200,,LO,16.5N,26.2W,30,1006,16.5,-26.2
AL122023,KATIA,20230831,1800,,TD,17.0N,27.0W,30,1006,17.0,-27.0
AL122023,KATIA,20230901,0000,,TD,17.7N,27.6W,30,1006,17.7,-27.6
AL122023,KATIA,20230901,0600,,TD,18.5N,27.9W,30,1006,18.5,-27.9
AL122023,KATIA,20230901,1200,,TD,19.3N,28.1W,30,1006,19.3,-28.1
AL122023,KATIA,20230901,1800,,TD,20.2N,28.3W,30,1006,20.2,-28.3
AL122023,KATIA,20230902,0000,,TS,21.1N,28.5W,35,1005,21.1,-28.5
AL122023,KATIA,20230902,0600,,TS,22.3N,28.8W,40,1004,22.3,-28.8
AL122023,KATIA,20230902,1200,,TS,23.5N,29.4W,45,1000,23.5,-29.4
AL122023,KATIA,20230902,1800,,TS,24.5N,30.1W,50,998,24.5,-30.1
AL122023,KATIA,20230903,0000,,TS,25.3N,30.9W,45,1000,25.3,-30.9
AL122023,KATIA,20230903,0600,,TS,26.0N,31.5W,40,1002,26.0,-31.5
AL122023,KATIA,20230903,1200,,TS,26.5N,32.0W,35,1006,26.5,-32.0
AL122023,KATIA,20230903,1800,,TS,26.9N,32.7W,35,1006,26.9,-32.7
AL122023,KATIA,20230904,0000,,TD,27.1N,33.3W,30,1007,27.1,-33.3
